collection,url,description,color,sku,price,qty_info,dimensions,params
Beaubridge,https://www.centura.ca/en/products/tile/porcelain/beaubridge/,"Beaubridge is a collection of glazed porcelain tiles with linear veining reminiscent of marble for its aesthetics and the movement it inspires. Whether on a wall or floor installation, this ceramic enhances any contemporary design with an elegance that will not fade.",Arctic White,59370,$25.14,sq. ft.,"12″ x 12″, 30cm x 30cm","Thickness:8.5mm, Nuance:V3 Moderate, PEI:4"
Beaubridge,https://www.centura.ca/en/products/tile/porcelain/beaubridge/,"Beaubridge is a collection of glazed porcelain tiles with linear veining reminiscent of marble for its aesthetics and the movement it inspires. Whether on a wall or floor installation, this ceramic enhances any contemporary design with an elegance that will not fade.",Cool Grey,59483,$3.75,sq. ft.,"12″ x 24″, 30cm x 60cm","Thickness:8.5mm, Nuance:V3 Moderate, PEI:4"
Beaubridge,https://www.centura.ca/en/products/tile/porcelain/beaubridge/,"Beaubridge is a collection of glazed porcelain tiles with linear veining reminiscent of marble for its aesthetics and the movement it inspires. Whether on a wall or floor installation, this ceramic enhances any contemporary design with an elegance that will not fade.",Cool Grey,59372,$25.14,sq. ft.,"12″ x 12″, 30cm x 30cm","Thickness:8.5mm, Nuance:V3 Moderate, PEI:4"
Beaubridge,https://www.centura.ca/en/products/tile/porcelain/beaubridge/,"Beaubridge is a collection of glazed porcelain tiles with linear veining reminiscent of marble for its aesthetics and the movement it inspires. Whether on a wall or floor installation, this ceramic enhances any contemporary design with an elegance that will not fade.",Smokey Grey,59484,$3.75,sq. ft.,"12″ x 24″, 30cm x 60cm","Thickness:8.5mm, Nuance:V3 Moderate, PEI:4"
Beaubridge,https://www.centura.ca/en/products/tile/porcelain/beaubridge/,"Beaubridge is a collection of glazed porcelain tiles with linear veining reminiscent of marble for its aesthetics and the movement it inspires. Whether on a wall or floor installation, this ceramic enhances any contemporary design with an elegance that will not fade.",Smokey Grey,59373,$25.14,sq. ft.,"12″ x 12″, 30cm x 30cm","Thickness:8.5mm, Nuance:V3 Moderate, PEI:4"
Bee Box,https://www.centura.ca/en/products/tile/mosaic-and-decor/bee-box/,This one-colour matte hexagonal mosaic evokes the alveoli present in beehives. It fits well in simple and organic decors. Ideal for bathrooms!,Argent,MBB1174M,$9.32,sq. ft.,"12″ x 12″, 30cm x 30cm","Thickness:6mm, Nuance:V1 Uniform, PEI:4, R rating:R11, Suggested grout:973 - Warm Taupe"
Bee Box,https://www.centura.ca/en/products/tile/mosaic-and-decor/bee-box/,This one-colour matte hexagonal mosaic evokes the alveoli present in beehives. It fits well in simple and organic decors. Ideal for bathrooms!,Black,MBB6421M,$9.32,sq. ft.,"12″ x 12″, 30cm x 30cm","Thickness:6mm, Nuance:V1 Uniform, PEI:4, R rating:R11, Suggested grout:941 - Raven"
Bee Box,https://www.centura.ca/en/products/tile/mosaic-and-decor/bee-box/,This one-colour matte hexagonal mosaic evokes the alveoli present in beehives. It fits well in simple and organic decors. Ideal for bathrooms!,Graphite,MBB1176M,$9.32,sq. ft.,"12″ x 12″, 30cm x 30cm","Thickness:6mm, Nuance:V1 Uniform, PEI:4, R rating:R11, Suggested grout:929 - Charcoal gray"
Bee Box,https://www.centura.ca/en/products/tile/mosaic-and-decor/bee-box/,This one-colour matte hexagonal mosaic evokes the alveoli present in beehives. It fits well in simple and organic decors. Ideal for bathrooms!,Sable,MBB1172M,$9.32,sq. ft.,"12″ x 12″, 30cm x 30cm","Thickness:6mm, Nuance:V1 Uniform, PEI:4, R rating:R11, Suggested grout:988 - Pearl"
Bee Box,https://www.centura.ca/en/products/tile/mosaic-and-decor/bee-box/,This one-colour matte hexagonal mosaic evokes the alveoli present in beehives. It fits well in simple and organic decors. Ideal for bathrooms!,White,MBB6470M,$9.32,sq. ft.,"12″ x 12″, 30cm x 30cm","Thickness:6mm, Nuance:V1 Uniform, PEI:4, R rating:R11, Suggested grout:910 - Bright White"
Bee Box,https://www.centura.ca/en/products/tile/mosaic-and-decor/bee-box/,This one-colour matte hexagonal mosaic evokes the alveoli present in beehives. It fits well in simple and organic decors. Ideal for bathrooms!,Charcoal,MBU2X103,$8.98,sq. ft.,"11″ x 13″, 28cm x 33cm","Thickness:6mm, Nuance:V1 Uniform, PEI:4, R rating:R11"
Bee Box,https://www.centura.ca/en/products/tile/mosaic-and-decor/bee-box/,This one-colour matte hexagonal mosaic evokes the alveoli present in beehives. It fits well in simple and organic decors. Ideal for bathrooms!,Light Grey,MBU2X15,$8.18,sq. ft.,"11″ x 13″, 28cm x 33cm","Thickness:6mm, Nuance:V1 Uniform, PEI:4, R rating:R11"
Bee Box,https://www.centura.ca/en/products/tile/mosaic-and-decor/bee-box/,This one-colour matte hexagonal mosaic evokes the alveoli present in beehives. It fits well in simple and organic decors. Ideal for bathrooms!,Slate Grey,MBU2X14,$8.18,sq. ft.,"11″ x 13″, 28cm x 33cm","Thickness:6mm, Nuance:V1 Uniform, PEI:4, R rating:R11"
Bee Box,https://www.centura.ca/en/products/tile/mosaic-and-decor/bee-box/,This one-colour matte hexagonal mosaic evokes the alveoli present in beehives. It fits well in simple and organic decors. Ideal for bathrooms!,Off White,MBU2X29,$8.18,sq. ft.,"11″ x 13″, 28cm x 33cm","Thickness:6mm, Nuance:V1 Uniform, PEI:4, R rating:R11"
Bella Vita,https://www.centura.ca/en/products/tile/ceramic-tiles/bella-vita/,"A love story born in the twentieth century in New York subway stations. There they were, the rectangular tiles, coating the walls of the stations. The subway or metro tiles, as they were called, became very popular and started being used in European stations. Its brightness, convenience and beveled finish captured the public’s imagination, who began using these pieces in their home. This collection presents a reinterpretation of these tiles, in six modern colors that can be used in different ways. For bringing life and elegance to spaces with Bella Vita.",WH,59337,$5.41,sq. ft.,"10″ x 3,2″, 25cm x 8cm","Thickness:6mm, Nuance:V1 Uniform, Suggested grout:910 - Bright White"
Bella Vita,https://www.centura.ca/en/products/tile/ceramic-tiles/bella-vita/,"A love story born in the twentieth century in New York subway stations. There they were, the rectangular tiles, coating the walls of the stations. The subway or metro tiles, as they were called, became very popular and started being used in European stations. Its brightness, convenience and beveled finish captured the public’s imagination, who began using these pieces in their home. This collection presents a reinterpretation of these tiles, in six modern colors that can be used in different ways. For bringing life and elegance to spaces with Bella Vita.",WH,59349,$5.41,sq. ft.,"10″ x 3,2″, 25cm x 8cm","Thickness:6mm, Nuance:V1 Uniform, Suggested grout:910 - Bright White"
Bella Vita,https://www.centura.ca/en/products/tile/ceramic-tiles/bella-vita/,"A love story born in the twentieth century in New York subway stations. There they were, the rectangular tiles, coating the walls of the stations. The subway or metro tiles, as they were called, became very popular and started being used in European stations. Its brightness, convenience and beveled finish captured the public’s imagination, who began using these pieces in their home. This collection presents a reinterpretation of these tiles, in six modern colors that can be used in different ways. For bringing life and elegance to spaces with Bella Vita.",CR,59340,$5.41,sq. ft.,"10″ x 3,2″, 25cm x 8cm","Thickness:6mm, Nuance:V1 Uniform"
Bella Vita,https://www.centura.ca/en/products/tile/ceramic-tiles/bella-vita/,"A love story born in the twentieth century in New York subway stations. There they were, the rectangular tiles, coating the walls of the stations. The subway or metro tiles, as they were called, became very popular and started being used in European stations. Its brightness, convenience and beveled finish captured the public’s imagination, who began using these pieces in their home. This collection presents a reinterpretation of these tiles, in six modern colors that can be used in different ways. For bringing life and elegance to spaces with Bella Vita.",BK,59338,$5.41,sq. ft.,"10″ x 3,2″, 25cm x 8cm","Thickness:6mm, Nuance:V1 Uniform, Suggested grout:941 - Raven"
Bella Vita,https://www.centura.ca/en/products/tile/ceramic-tiles/bella-vita/,"A love story born in the twentieth century in New York subway stations. There they were, the rectangular tiles, coating the walls of the stations. The subway or metro tiles, as they were called, became very popular and started being used in European stations. Its brightness, convenience and beveled finish captured the public’s imagination, who began using these pieces in their home. This collection presents a reinterpretation of these tiles, in six modern colors that can be used in different ways. For bringing life and elegance to spaces with Bella Vita.",BK,59350,$5.41,sq. ft.,"10″ x 3,2″, 25cm x 8cm","Thickness:6mm, Nuance:V1 Uniform, Suggested grout:941 - Raven"
Bella Vita,https://www.centura.ca/en/products/tile/ceramic-tiles/bella-vita/,"A love story born in the twentieth century in New York subway stations. There they were, the rectangular tiles, coating the walls of the stations. The subway or metro tiles, as they were called, became very popular and started being used in European stations. Its brightness, convenience and beveled finish captured the public’s imagination, who began using these pieces in their home. This collection presents a reinterpretation of these tiles, in six modern colors that can be used in different ways. For bringing life and elegance to spaces with Bella Vita.",GR,59341,$5.41,sq. ft.,"10″ x 3,2″, 25cm x 8cm","Thickness:6mm, Nuance:V1 Uniform, Suggested grout:973 - Warm Taupe"
Bella Vita,https://www.centura.ca/en/products/tile/ceramic-tiles/bella-vita/,"A love story born in the twentieth century in New York subway stations. There they were, the rectangular tiles, coating the walls of the stations. The subway or metro tiles, as they were called, became very popular and started being used in European stations. Its brightness, convenience and beveled finish captured the public’s imagination, who began using these pieces in their home. This collection presents a reinterpretation of these tiles, in six modern colors that can be used in different ways. For bringing life and elegance to spaces with Bella Vita.",SPK,59345,$5.41,sq. ft.,"10″ x 3,2″, 25cm x 8cm","Thickness:6mm, Nuance:V1 Uniform, Suggested grout:973 - Warm Taupe"
Bella Vita,https://www.centura.ca/en/products/tile/ceramic-tiles/bella-vita/,"A love story born in the twentieth century in New York subway stations. There they were, the rectangular tiles, coating the walls of the stations. The subway or metro tiles, as they were called, became very popular and started being used in European stations. Its brightness, convenience and beveled finish captured the public’s imagination, who began using these pieces in their home. This collection presents a reinterpretation of these tiles, in six modern colors that can be used in different ways. For bringing life and elegance to spaces with Bella Vita.",BL,59346,$5.41,sq. ft.,"10″ x 3,2″, 25cm x 8cm","Thickness:6mm, Nuance:V1 Uniform, Suggested grout:934 - DeLorean Gray"
Bella Vita,https://www.centura.ca/en/products/tile/ceramic-tiles/bella-vita/,"A love story born in the twentieth century in New York subway stations. There they were, the rectangular tiles, coating the walls of the stations. The subway or metro tiles, as they were called, became very popular and started being used in European stations. Its brightness, convenience and beveled finish captured the public’s imagination, who began using these pieces in their home. This collection presents a reinterpretation of these tiles, in six modern colors that can be used in different ways. For bringing life and elegance to spaces with Bella Vita.",DGN,59348,$5.41,sq. ft.,"10″ x 3,2″, 25cm x 8cm","Thickness:6mm, Nuance:V1 Uniform, Suggested grout:927 - Light Pewter"
Berkshire,https://www.centura.ca/en/products/tile/porcelain/berkshire/,"The look of a beautiful wood floor without its disadvantages. Berkshire is a porcelain with a complex high-definition surface texture that realistically recreates the grain of hardwood. With its rich colours and textures, Berkshire looks like reclaimed wooden planks and can be used in different decorating styles.",Hickory,25535624,$11.11,sq. ft.,"6″ x 24″, 15cm x 60cm","Thickness:11mm, Nuance:V2 Slight, PEI:4"
Berkshire,https://www.centura.ca/en/products/tile/porcelain/berkshire/,"The look of a beautiful wood floor without its disadvantages. Berkshire is a porcelain with a complex high-definition surface texture that realistically recreates the grain of hardwood. With its rich colours and textures, Berkshire looks like reclaimed wooden planks and can be used in different decorating styles.",Maple,25595624,$11.11,sq. ft.,"6″ x 24″, 15cm x 60cm","Thickness:11mm, Nuance:V2 Slight, PEI:4"
Berkshire,https://www.centura.ca/en/products/tile/porcelain/berkshire/,"The look of a beautiful wood floor without its disadvantages. Berkshire is a porcelain with a complex high-definition surface texture that realistically recreates the grain of hardwood. With its rich colours and textures, Berkshire looks like reclaimed wooden planks and can be used in different decorating styles.",Oak,25525624,$11.11,sq. ft.,"6″ x 24″, 15cm x 60cm","Thickness:11mm, Nuance:V2 Slight, PEI:4"
Berkshire,https://www.centura.ca/en/products/tile/porcelain/berkshire/,"The look of a beautiful wood floor without its disadvantages. Berkshire is a porcelain with a complex high-definition surface texture that realistically recreates the grain of hardwood. With its rich colours and textures, Berkshire looks like reclaimed wooden planks and can be used in different decorating styles.",Walnut,25585624,$11.11,sq. ft.,"6″ x 24″, 15cm x 60cm","Thickness:11mm, Nuance:V2 Slight, PEI:4, Suggested grout:945 - Light Buff"
Bhutan,https://www.centura.ca/en/products/tile/porcelain/bhutan/,"The soft veining of the Bhutan collection transports us to a world of luxury. The marble inspired look of this glazed porcelain collection is extremely versatile in that it can be used in both contemporary and classic spaces, effortlessly evelating both types of designs.",Mist,BHMIST1224M,$3.99,sq. ft.,"12″ x 24″, 30cm x 60cm","Thickness:9.4mm, Nuance:V2 Slight, PEI:4, R rating:R9, Frost resistance"
Bhutan,https://www.centura.ca/en/products/tile/porcelain/bhutan/,"The soft veining of the Bhutan collection transports us to a world of luxury. The marble inspired look of this glazed porcelain collection is extremely versatile in that it can be used in both contemporary and classic spaces, effortlessly evelating both types of designs.",Mist,BHMIST1224P,$4.49,sq. ft.,"12″ x 24″, 30cm x 60cm","Thickness:10mm, Nuance:V2 Slight, PEI:4, Frost resistance"
Bhutan,https://www.centura.ca/en/products/tile/porcelain/bhutan/,"The soft veining of the Bhutan collection transports us to a world of luxury. The marble inspired look of this glazed porcelain collection is extremely versatile in that it can be used in both contemporary and classic spaces, effortlessly evelating both types of designs.",Sterling,BHSTER1224M,$3.99,sq. ft.,"12″ x 24″, 30cm x 60cm","Thickness:9.4mm, Nuance:V2 Slight, PEI:4, R rating:R9, Frost resistance"
Bhutan,https://www.centura.ca/en/products/tile/porcelain/bhutan/,"The soft veining of the Bhutan collection transports us to a world of luxury. The marble inspired look of this glazed porcelain collection is extremely versatile in that it can be used in both contemporary and classic spaces, effortlessly evelating both types of designs.",Sterling,BHSTER1224P,$4.49,sq. ft.,"12″ x 24″, 30cm x 60cm","Thickness:10mm, Nuance:V2 Slight, PEI:4, Frost resistance"
Bianchi,https://www.centura.ca/en/products/tile/porcelain/bianchi/,"Pure without being cold and always attractive, the Bianchi collection was inspired by three Italian marbles used in architecture and art since Classical Antiquity. With its slight chromatic variations, its large formats, its two finished and its mosaic, it completes the laying out of space where elegance and luxury must dominate.",Calacatta,726790,$9.75,sq. ft.,"24″ x 24″, 60cm x 60cm","Thickness:10mm, Rectified tile, Nuance:V2 Slight, PEI:4, R rating:R9, Frost resistance, Suggested grout:939 - Mist"
Bianchi,https://www.centura.ca/en/products/tile/porcelain/bianchi/,"Pure without being cold and always attractive, the Bianchi collection was inspired by three Italian marbles used in architecture and art since Classical Antiquity. With its slight chromatic variations, its large formats, its two finished and its mosaic, it completes the laying out of space where elegance and luxury must dominate.",Calacatta,726794,$11.71,sq. ft.,"24″ x 24″, 60cm x 60cm","Thickness:10mm, Rectified tile, Nuance:V2 Slight, PEI:4, Frost resistance, Suggested grout:939 - Mist"
Bianchi,https://www.centura.ca/en/products/tile/porcelain/bianchi/,"Pure without being cold and always attractive, the Bianchi collection was inspired by three Italian marbles used in architecture and art since Classical Antiquity. With its slight chromatic variations, its large formats, its two finished and its mosaic, it completes the laying out of space where elegance and luxury must dominate.",Calacatta,727614,$10.73,sq. ft.,"12″ x 24″, 30cm x 60cm","Thickness:10mm, Rectified tile, Nuance:V2 Slight, PEI:4, Frost resistance, Suggested grout:939 - Mist"
Bianchi,https://www.centura.ca/en/products/tile/porcelain/bianchi/,"Pure without being cold and always attractive, the Bianchi collection was inspired by three Italian marbles used in architecture and art since Classical Antiquity. With its slight chromatic variations, its large formats, its two finished and its mosaic, it completes the laying out of space where elegance and luxury must dominate.",Calacatta,726949,$16.59,sq. ft.,"24″ x 48″, 60cm x 120cm","Thickness:10mm, Rectified tile, Nuance:V2 Slight, PEI:4, Frost resistance, Suggested grout:939 - Mist"
Bianchi,https://www.centura.ca/en/products/tile/porcelain/bianchi/,"Pure without being cold and always attractive, the Bianchi collection was inspired by three Italian marbles used in architecture and art since Classical Antiquity. With its slight chromatic variations, its large formats, its two finished and its mosaic, it completes the laying out of space where elegance and luxury must dominate.",Calacatta,727613,$8.77,sq. ft.,"12″ x 24″, 30cm x 60cm","Thickness:10mm, Rectified tile, Nuance:V2 Slight, PEI:4, R rating:R9, Frost resistance, Suggested grout:939 - Mist"
Bianchi,https://www.centura.ca/en/products/tile/porcelain/bianchi/,"Pure without being cold and always attractive, the Bianchi collection was inspired by three Italian marbles used in architecture and art since Classical Antiquity. With its slight chromatic variations, its large formats, its two finished and its mosaic, it completes the laying out of space where elegance and luxury must dominate.",Palissandro,726789,$9.75,sq. ft.,"24″ x 24″, 60cm x 60cm","Thickness:10mm, Rectified tile, Nuance:V2 Slight, PEI:4, R rating:R9, Frost resistance, Suggested grout:939 - Mist"
Bianchi,https://www.centura.ca/en/products/tile/porcelain/bianchi/,"Pure without being cold and always attractive, the Bianchi collection was inspired by three Italian marbles used in architecture and art since Classical Antiquity. With its slight chromatic variations, its large formats, its two finished and its mosaic, it completes the laying out of space where elegance and luxury must dominate.",Palissandro,726793,$11.71,sq. ft.,"24″ x 24″, 60cm x 60cm","Thickness:10mm, Rectified tile, Nuance:V2 Slight, PEI:4, Frost resistance, Suggested grout:939 - Mist"
Bianchi,https://www.centura.ca/en/products/tile/porcelain/bianchi/,"Pure without being cold and always attractive, the Bianchi collection was inspired by three Italian marbles used in architecture and art since Classical Antiquity. With its slight chromatic variations, its large formats, its two finished and its mosaic, it completes the laying out of space where elegance and luxury must dominate.",Palissandro,727615,$8.77,sq. ft.,"12″ x 24″, 30cm x 60cm","Thickness:10mm, Rectified tile, Nuance:V2 Slight, PEI:4, R rating:R9, Frost resistance, Suggested grout:939 - Mist"
Bianchi,https://www.centura.ca/en/products/tile/porcelain/bianchi/,"Pure without being cold and always attractive, the Bianchi collection was inspired by three Italian marbles used in architecture and art since Classical Antiquity. With its slight chromatic variations, its large formats, its two finished and its mosaic, it completes the laying out of space where elegance and luxury must dominate.",Palissandro,727616,$10.73,sq. ft.,"12″ x 24″, 30cm x 60cm","Thickness:10mm, Rectified tile, Nuance:V2 Slight, PEI:4, Frost resistance, Suggested grout:939 - Mist"
Bianchi,https://www.centura.ca/en/products/tile/porcelain/bianchi/,"Pure without being cold and always attractive, the Bianchi collection was inspired by three Italian marbles used in architecture and art since Classical Antiquity. With its slight chromatic variations, its large formats, its two finished and its mosaic, it completes the laying out of space where elegance and luxury must dominate.",Palissandro,726946,$17.64,sq. ft.,"24″ x 48″, 60cm x 120cm","Thickness:10mm, Rectified tile, Nuance:V2 Slight, PEI:4, Frost resistance, Suggested grout:939 - Mist"
Bianchi,https://www.centura.ca/en/products/tile/porcelain/bianchi/,"Pure without being cold and always attractive, the Bianchi collection was inspired by three Italian marbles used in architecture and art since Classical Antiquity. With its slight chromatic variations, its large formats, its two finished and its mosaic, it completes the laying out of space where elegance and luxury must dominate.",Sorrento,726788,$9.75,sq. ft.,"24″ x 24″, 60cm x 60cm","Thickness:10mm, Rectified tile, Nuance:V2 Slight, PEI:4, R rating:R9, Frost resistance, Suggested grout:908 - Dove Gray"
Bianchi,https://www.centura.ca/en/products/tile/porcelain/bianchi/,"Pure without being cold and always attractive, the Bianchi collection was inspired by three Italian marbles used in architecture and art since Classical Antiquity. With its slight chromatic variations, its large formats, its two finished and its mosaic, it completes the laying out of space where elegance and luxury must dominate.",Sorrento,726792,$11.71,sq. ft.,"24″ x 24″, 60cm x 60cm","Thickness:10mm, Rectified tile, Nuance:V2 Slight, PEI:4, Frost resistance, Suggested grout:908 - Dove Gray"
Bianchi,https://www.centura.ca/en/products/tile/porcelain/bianchi/,"Pure without being cold and always attractive, the Bianchi collection was inspired by three Italian marbles used in architecture and art since Classical Antiquity. With its slight chromatic variations, its large formats, its two finished and its mosaic, it completes the laying out of space where elegance and luxury must dominate.",Sorrento,726948,$16.59,sq. ft.,"24″ x 48″, 60cm x 120cm","Thickness:10mm, Rectified tile, Nuance:V2 Slight, PEI:4, Frost resistance, Suggested grout:908 - Dove Gray"
Bianchi,https://www.centura.ca/en/products/tile/porcelain/bianchi/,"Pure without being cold and always attractive, the Bianchi collection was inspired by three Italian marbles used in architecture and art since Classical Antiquity. With its slight chromatic variations, its large formats, its two finished and its mosaic, it completes the laying out of space where elegance and luxury must dominate.",Sorrento,727618,$10.73,sq. ft.,"12″ x 24″, 30cm x 60cm","Thickness:10mm, Rectified tile, Nuance:V2 Slight, PEI:4, Frost resistance, Suggested grout:908 - Dove Gray"
Bianchi,https://www.centura.ca/en/products/tile/porcelain/bianchi/,"Pure without being cold and always attractive, the Bianchi collection was inspired by three Italian marbles used in architecture and art since Classical Antiquity. With its slight chromatic variations, its large formats, its two finished and its mosaic, it completes the laying out of space where elegance and luxury must dominate.",Sorrento,727617,$8.77,sq. ft.,"12″ x 24″, 30cm x 60cm","Thickness:10mm, Rectified tile, Nuance:V2 Slight, PEI:4, R rating:R9, Frost resistance, Suggested grout:908 - Dove Gray"
Bits & Pieces,https://www.centura.ca/en/products/tile/porcelain/bits-and-pieces/,Bits & Pieces is inspired by the ancient Roman technique of using irregularly shaped stones placed into a core of opus incertum. It creates an exciting new technical porcelain collection designed with charmingly clever graphics. This collection is a real playground for any designer who wants step outside of conventions to be utterly innovative.,Ash Grain,BP01343,$11.18,sq. ft.,"24″ x 24″, 60cm x 60cm","Thickness:9.5mm, Rectified tile, Nuance:V2 Slight, Frost resistance, Suggested grout:934 - DeLorean Gray"
Bits & Pieces,https://www.centura.ca/en/products/tile/porcelain/bits-and-pieces/,Bits & Pieces is inspired by the ancient Roman technique of using irregularly shaped stones placed into a core of opus incertum. It creates an exciting new technical porcelain collection designed with charmingly clever graphics. This collection is a real playground for any designer who wants step outside of conventions to be utterly innovative.,Ash Grain,BP01345,$12.21,sq. ft.,"24″ x 24″, 60cm x 60cm","Thickness:9.5mm, Rectified tile, Nuance:V2 Slight, Frost resistance, Suggested grout:934 - DeLorean Gray"
Bits & Pieces,https://www.centura.ca/en/products/tile/porcelain/bits-and-pieces/,Bits & Pieces is inspired by the ancient Roman technique of using irregularly shaped stones placed into a core of opus incertum. It creates an exciting new technical porcelain collection designed with charmingly clever graphics. This collection is a real playground for any designer who wants step outside of conventions to be utterly innovative.,Ash Grain,BP01347,$12.21,sq. ft.,"24″ x 24″, 60cm x 60cm","Thickness:9.5mm, Rectified tile, Nuance:V2 Slight, R rating:N/A, Frost resistance, Suggested grout:934 - DeLorean Gray"
Bits & Pieces,https://www.centura.ca/en/products/tile/porcelain/bits-and-pieces/,Bits & Pieces is inspired by the ancient Roman technique of using irregularly shaped stones placed into a core of opus incertum. It creates an exciting new technical porcelain collection designed with charmingly clever graphics. This collection is a real playground for any designer who wants step outside of conventions to be utterly innovative.,Pearl Grey,BP01207,$8.13,sq. ft.,"12″ x 24″, 30cm x 60cm","Thickness:9.5mm, Rectified tile, Nuance:V2 Slight, R rating:R10, Frost resistance, Suggested grout:939 - Mist"
Bits & Pieces,https://www.centura.ca/en/products/tile/porcelain/bits-and-pieces/,Bits & Pieces is inspired by the ancient Roman technique of using irregularly shaped stones placed into a core of opus incertum. It creates an exciting new technical porcelain collection designed with charmingly clever graphics. This collection is a real playground for any designer who wants step outside of conventions to be utterly innovative.,Pearl Grey,BP01218,$9.03,sq. ft.,"12″ x 24″, 30cm x 60cm","Thickness:9.5mm, Rectified tile, Nuance:V2 Slight, Frost resistance, Suggested grout:939 - Mist"
Bits & Pieces,https://www.centura.ca/en/products/tile/porcelain/bits-and-pieces/,Bits & Pieces is inspired by the ancient Roman technique of using irregularly shaped stones placed into a core of opus incertum. It creates an exciting new technical porcelain collection designed with charmingly clever graphics. This collection is a real playground for any designer who wants step outside of conventions to be utterly innovative.,Pearl Grey,BP01159,$10.17,sq. ft.,"24″ x 24″, 60cm x 60cm","Thickness:9.5mm, Rectified tile, Nuance:V2 Slight, R rating:R10, Frost resistance, Suggested grout:939 - Mist"
Bits & Pieces,https://www.centura.ca/en/products/tile/porcelain/bits-and-pieces/,Bits & Pieces is inspired by the ancient Roman technique of using irregularly shaped stones placed into a core of opus incertum. It creates an exciting new technical porcelain collection designed with charmingly clever graphics. This collection is a real playground for any designer who wants step outside of conventions to be utterly innovative.,Pearl Grey,BP01173,$10.73,sq. ft.,"24″ x 24″, 60cm x 60cm","Thickness:9.5mm, Rectified tile, Nuance:V2 Slight, Frost resistance, Suggested grout:939 - Mist"
Bits & Pieces,https://www.centura.ca/en/products/tile/porcelain/bits-and-pieces/,Bits & Pieces is inspired by the ancient Roman technique of using irregularly shaped stones placed into a core of opus incertum. It creates an exciting new technical porcelain collection designed with charmingly clever graphics. This collection is a real playground for any designer who wants step outside of conventions to be utterly innovative.,Pearl Grey,BP01182,$9.99,sq. ft.,"18″ x 36″, 45cm x 90cm","Thickness:10.5mm, Rectified tile, Nuance:V2 Slight, R rating:R10, Frost resistance, Suggested grout:939 - Mist"
Bits & Pieces,https://www.centura.ca/en/products/tile/porcelain/bits-and-pieces/,Bits & Pieces is inspired by the ancient Roman technique of using irregularly shaped stones placed into a core of opus incertum. It creates an exciting new technical porcelain collection designed with charmingly clever graphics. This collection is a real playground for any designer who wants step outside of conventions to be utterly innovative.,Peat Brown,BP01208,$8.13,sq. ft.,"12″ x 24″, 30cm x 60cm","Thickness:9.5mm, Rectified tile, Nuance:V2 Slight, R rating:R10, Frost resistance, Suggested grout:925 - Sable"
Bits & Pieces,https://www.centura.ca/en/products/tile/porcelain/bits-and-pieces/,Bits & Pieces is inspired by the ancient Roman technique of using irregularly shaped stones placed into a core of opus incertum. It creates an exciting new technical porcelain collection designed with charmingly clever graphics. This collection is a real playground for any designer who wants step outside of conventions to be utterly innovative.,Peat Brown,BP01219,$9.03,sq. ft.,"12″ x 24″, 30cm x 60cm","Thickness:9.5mm, Rectified tile, Nuance:V2 Slight, Frost resistance, Suggested grout:925 - Sable"
Bits & Pieces,https://www.centura.ca/en/products/tile/porcelain/bits-and-pieces/,Bits & Pieces is inspired by the ancient Roman technique of using irregularly shaped stones placed into a core of opus incertum. It creates an exciting new technical porcelain collection designed with charmingly clever graphics. This collection is a real playground for any designer who wants step outside of conventions to be utterly innovative.,Peat Brown,BP01160,$10.17,sq. ft.,"24″ x 24″, 60cm x 60cm","Thickness:9.5mm, Rectified tile, Nuance:V2 Slight, R rating:R10, Frost resistance, Suggested grout:925 - Sable"
Bits & Pieces,https://www.centura.ca/en/products/tile/porcelain/bits-and-pieces/,Bits & Pieces is inspired by the ancient Roman technique of using irregularly shaped stones placed into a core of opus incertum. It creates an exciting new technical porcelain collection designed with charmingly clever graphics. This collection is a real playground for any designer who wants step outside of conventions to be utterly innovative.,Peat Brown,BP01174,$10.73,sq. ft.,"24″ x 24″, 60cm x 60cm","Thickness:9.5mm, Rectified tile, Nuance:V2 Slight, Frost resistance, Suggested grout:925 - Sable"
Bits & Pieces,https://www.centura.ca/en/products/tile/porcelain/bits-and-pieces/,Bits & Pieces is inspired by the ancient Roman technique of using irregularly shaped stones placed into a core of opus incertum. It creates an exciting new technical porcelain collection designed with charmingly clever graphics. This collection is a real playground for any designer who wants step outside of conventions to be utterly innovative.,Pewter Smoke,BP01206,$8.13,sq. ft.,"12″ x 24″, 30cm x 60cm","Thickness:9.5mm, Rectified tile, Nuance:V2 Slight, R rating:R10, Frost resistance, Suggested grout:927 - Light Pewter"
Bits & Pieces,https://www.centura.ca/en/products/tile/porcelain/bits-and-pieces/,Bits & Pieces is inspired by the ancient Roman technique of using irregularly shaped stones placed into a core of opus incertum. It creates an exciting new technical porcelain collection designed with charmingly clever graphics. This collection is a real playground for any designer who wants step outside of conventions to be utterly innovative.,Pewter Smoke,BP01211,$9.75,sq. ft.,"12″ x 24″, 30cm x 60cm","Thickness:9.5mm, Rectified tile, Nuance:V2 Slight, R rating:R10, Frost resistance, Suggested grout:927 - Light Pewter"
